Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2022,6,hillt1,Tyreek Hill,WR,MIA,MIN,19.0,12,16.6,0.0,0.0,0.0,0.0,0.0,0.4,2.9,0.0,6.5,79.8,0.3,0.0,0.1,4.0,0.1,0.0,0.0,A-Game
2022,6,browna5,A.J. Brown,WR,PHI,DAL,18.3,8,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,85.5,0.4,0.0,0.0,4.0,0.0,0.0,0.0,A-Game
2022,6,suttoc1,Courtland Sutton,WR,DEN,@LAC,27.7,29,16.3,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,6.1,80.7,0.3,0.0,0.0,3.9,0.1,0.0,0.0,A-Game
2022,6,lambc1,CeeDee Lamb,WR,DAL,@PHI,15.6,3,16.2,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,6.1,74.0,0.4,0.0,0.1,3.7,0.1,0.0,0.0,A-Game
2022,6,metcad1,DK Metcalf,WR,SEA,ARI,16.6,4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,71.0,0.6,0.0,0.0,3.4,0.0,0.0,0.0,A-Game
2022,6,locket1,Tyler Lockett,WR,SEA,ARI,16.6,4,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,77.2,0.4,0.0,0.0,3.8,0.0,0.0,0.0,A-Game
2022,6,willim7,Mike Williams,WR,LAC,DEN,14.7,1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,79.4,0.4,0.0,0.0,3.6,0.0,0.0,0.0,A-Game
2022,6,godwic1,Chris Godwin,WR,TB,@PIT,31.6,31,15.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,5.9,68.9,0.4,0.0,0.0,3.5,0.0,0.0,0.0,A-Game
2022,6,pittmm2,Michael Pittman Jr.,WR,IND,JAX,19.0,11,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,65.5,0.4,0.0,0.0,3.4,0.0,0.0,0.0,A-Game
2022,6,davisg2,Gabe Davis,WR,BUF,@KC,25.1,25,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,74.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,A-Game
2022,6,kirkc1,Christian Kirk,WR,JAX,@IND,18.4,9,13.9,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,4.2,68.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,A-Game
2022,6,waddlj1,Jaylen Waddle,WR,MIA,MIN,19.0,12,13.8,0.0,0.0,0.0,0.0,0.0,1.3,5.8,0.0,4.4,65.5,0.4,0.0,0.2,3.0,0.0,0.0,0.0,A-Game
2022,6,coopea1,Amari Cooper,WR,CLE,NE,18.2,7,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,62.6,0.3,0.0,0.0,3.2,0.0,0.0,0.0,A-Game
2022,6,mclaut1,Terry McLaurin,WR,WAS,@CHI,19.9,17,13.4,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,4.2,73.8,0.3,0.0,0.1,3.2,0.0,0.0,0.0,A-Game
2022,6,johnsd15,Diontae Johnson,WR,PIT,TB,19.7,14,13.2,0.0,0.0,0.0,0.0,0.0,0.3,2.3,0.0,5.4,57.7,0.3,0.0,0.1,3.1,0.0,0.0,0.0,A-Game
2022,6,londod1,Drake London,WR,ATL,SF,19.6,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,57.4,0.4,0.0,0.0,3.0,0.1,0.0,0.0,A-Game
2022,6,samuec1,Curtis Samuel,WR,WAS,@CHI,19.9,17,12.9,0.0,0.0,0.0,0.0,0.0,2.1,12.3,0.1,4.8,50.5,0.2,0.0,0.5,2.7,0.0,0.0,0.0,A-Game
2022,6,smithd4,DeVonta Smith,WR,PHI,DAL,18.3,8,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,61.1,0.3,0.0,0.0,3.1,0.0,0.0,0.0,A-Game
2022,6,lazara1,Allen Lazard,WR,GB,NYJ,21.2,19,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,54.6,0.6,0.0,0.0,2.6,0.0,0.0,0.0,A-Game
2022,6,meyerj1,Jakobi Meyers,WR,NE,@CLE,24.1,23,12.1,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,5.1,55.1,0.2,0.0,0.1,2.9,0.0,0.0,0.0,A-Game
2022,6,doubsr1,Romeo Doubs,WR,GB,NYJ,21.2,19,11.9,0.0,0.0,0.0,0.0,0.0,0.6,3.6,0.0,4.1,47.0,0.5,0.0,0.1,2.4,0.0,0.0,0.0,A-Game
2022,6,higgit1,Tee Higgins,WR,CIN,@NO,25.4,26,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,59.1,0.3,0.0,0.0,2.7,0.0,0.0,0.0,A-Game
2022,6,thiela1,Adam Thielen,WR,MIN,@MIA,18.9,10,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,48.7,0.4,0.0,0.0,2.6,0.0,0.0,0.0,A-Game
2022,6,moored4,D.J. Moore,WR,CAR,@LAR,25.4,27,11.6,0.0,0.0,0.0,0.0,0.0,0.7,4.2,0.0,4.2,56.9,0.2,0.0,0.2,2.7,0.0,0.0,0.0,A-Game
2022,6,duverd1,Devin Duvernay,WR,BAL,@NYG,20.1,18,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,51.2,0.5,0.0,0.0,2.4,0.0,0.0,0.0,A-Game
2022,6,mckeni1,Isaiah McKenzie,WR,BUF,@KC,25.1,25,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,45.5,0.4,0.0,0.0,2.5,0.0,0.0,0.0,A-Game
2022,6,pickeg1,George Pickens,WR,PIT,TB,19.7,14,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.7,0.2,0.0,0.0,2.7,0.0,0.0,0.0,A-Game
2022,6,smithj5,JuJu Smith-Schuster,WR,KC,BUF,16.9,5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.3,0.3,0.0,0.0,2.6,0.0,0.0,0.0,A-Game
2022,6,aiyukb1,Brandon Aiyuk,WR,SF,@ATL,24.8,24,11.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,3.6,51.1,0.4,0.0,0.1,2.4,0.0,0.0,0.0,A-Game
2022,6,wilsog1,Garrett Wilson,WR,NYJ,@GB,19.9,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,47.0,0.3,0.0,0.0,2.5,0.0,0.0,0.0,A-Game
2022,6,jonesz1,Zay Jones,WR,JAX,@IND,18.4,9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,44.7,0.2,0.0,0.0,2.7,0.0,0.0,0.0,B-Game
2022,6,boydt2,Tyler Boyd,WR,CIN,@NO,25.4,26,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,48.8,0.3,0.0,0.0,2.5,0.0,0.0,0.0,B-Game
2022,6,moorer1,Rondale Moore,WR,ARI,@SEA,17.2,6,10.8,0.0,0.0,0.0,0.0,0.0,1.1,4.5,0.0,4.8,47.5,0.1,0.0,0.2,2.7,0.0,0.0,0.0,B-Game
2022,6,mooned1,Darnell Mooney,WR,CHI,WAS,31.6,32,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,53.2,0.3,0.0,0.0,2.6,0.0,0.0,0.0,B-Game
2022,6,jeudyj1,Jerry Jeudy,WR,DEN,@LAC,27.7,29,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.7,0.5,0.0,0.0,2.1,0.0,0.0,0.0,B-Game
2022,6,valdem1,Marquez Valdes-Scantling,WR,KC,BUF,16.9,5,10.6,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,3.7,53.3,0.3,0.0,0.0,2.5,0.0,0.0,0.0,B-Game
2022,6,davisc7,Corey Davis,WR,NYJ,@GB,19.9,16,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,51.8,0.3,0.0,0.0,2.2,0.0,0.0,0.0,B-Game
2022,6,pierca2,Alec Pierce,WR,IND,JAX,19.0,11,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.7,0.2,0.0,0.0,2.4,0.0,0.0,0.0,B-Game
2022,6,cobbr1,Randall Cobb,WR,GB,NYJ,21.2,19,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,52.1,0.2,0.0,0.0,2.3,0.0,0.0,0.0,B-Game
2022,6,gallum1,Michael Gallup,WR,DAL,@PHI,15.6,3,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,43.1,0.2,0.0,0.0,2.3,0.0,0.0,0.0,B-Game
2022,6,mooree2,Elijah Moore,WR,NYJ,@GB,19.9,16,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,41.0,0.3,0.0,0.0,2.0,0.0,0.0,0.0,B-Game
2022,6,robina3,Allen Robinson,WR,LAR,CAR,22.1,20,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.2,0.4,0.0,0.0,1.8,0.0,0.0,0.0,B-Game
2022,6,palmej3,Josh Palmer,WR,LAC,DEN,14.7,1,8.7,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,3.3,36.9,0.3,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2022,6,brownn1,Noah Brown,WR,DAL,@PHI,15.6,3,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,42.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,B-Game
2022,6,robinw1,Wan'Dale Robinson,WR,NYG,BAL,22.2,21,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,34.7,0.2,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2022,6,osbork1,K.J. Osborn,WR,MIN,@MIA,18.9,10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,35.5,0.3,0.0,0.0,1.8,0.0,0.0,0.0,B-Game
2022,6,claypc1,Chase Claypool,WR,PIT,TB,19.7,14,7.9,0.0,0.0,0.0,0.0,0.0,0.8,5.6,0.0,2.9,33.9,0.2,0.0,0.2,1.8,0.0,0.0,0.0,C-Game
2022,6,callam1,Marquez Callaway,WR,NO,CIN,15.5,2,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,38.7,0.2,0.0,0.0,1.9,0.0,0.0,0.0,C-Game
2022,6,zaccho1,Olamide Zaccheaus,WR,ATL,SF,19.6,13,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,41.3,0.2,0.0,0.0,1.8,0.0,0.0,0.0,C-Game
2022,6,brownd12,Dyami Brown,WR,WAS,@CHI,19.9,17,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,38.8,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2022,6,slaytd1,Darius Slayton,WR,NYG,BAL,22.2,21,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,34.7,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2022,6,anderr2,Robbie Anderson,WR,CAR,@LAR,25.4,27,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,34.1,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2022,6,carted4,DeAndre Carter,WR,LAC,DEN,14.7,1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,39.7,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2022,6,parked1,DeVante Parker,WR,NE,@CLE,24.1,23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,36.0,0.3,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2022,6,agnewj1,Jamal Agnew,WR,JAX,@IND,18.4,9,7.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,0.0,2.7,29.8,0.2,0.0,0.1,1.6,0.0,0.0,0.0,C-Game
2022,6,stbroe1,Equanimeous St. Brown,WR,CHI,WAS,31.6,32,6.9,0.0,0.0,0.0,0.0,0.0,0.4,4.2,0.0,1.9,30.3,0.3,0.0,0.2,1.4,0.0,0.0,0.0,C-Game
2022,6,skowrb1,Ben Skowronek,WR,LAR,CAR,22.1,20,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,32.9,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2022,6,shakik1,Khalil Shakir,WR,BUF,@KC,25.1,25,6.6,0.0,0.0,0.0,0.0,0.0,0.6,3.5,0.0,2.3,27.3,0.2,0.0,0.1,1.4,0.0,0.0,0.0,C-Game
2022,6,peopld1,Donovan Peoples-Jones,WR,CLE,NE,18.2,7,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,32.8,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2022,6,bournk1,Kendrick Bourne,WR,NE,@CLE,24.1,23,6.5,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,2.2,26.5,0.2,0.0,0.1,1.4,0.0,0.0,0.0,C-Game
2022,6,smitht9,Tre'Quan Smith,WR,NO,CIN,15.5,2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,31.4,0.2,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2022,6,greena2,A.J. Green,WR,ARI,@SEA,17.2,6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,32.6,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2022,6,gager1,Russell Gage,WR,TB,@PIT,31.6,31,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,24.8,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2022,6,hardmm1,Mecole Hardman,WR,KC,BUF,16.9,5,6.1,0.0,0.0,0.0,0.0,0.0,0.4,1.9,0.0,2.5,27.4,0.1,0.0,0.1,1.4,0.0,0.0,0.0,C-Game
2022,6,jennij1,Jauan Jennings,WR,SF,@ATL,24.8,24,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,24.4,0.2,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2022,6,robind2,Demarcus Robinson,WR,BAL,@NYG,20.1,18,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,22.1,0.2,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2022,6,thornt1,Tyquan Thornton,WR,NE,@CLE,24.1,23,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,24.4,0.1,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2022,6,jamesr1,Richie James,WR,NYG,BAL,22.2,21,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,25.5,0.1,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2022,6,hodgek1,KhaDarel Hodge,WR,ATL,SF,19.6,13,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,26.2,0.1,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2022,6,wilsoc2,Cedrick Wilson,WR,MIA,MIN,19.0,12,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,20.2,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2022,6,campbp1,Parris Campbell,WR,IND,JAX,19.0,11,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,20.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2022,6,milles2,Scott Miller,WR,TB,@PIT,31.6,31,4.4,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0,1.7,17.9,0.1,0.0,0.1,1.0,0.0,0.0,0.0,C-Game
2022,6,smiths4,Shi Smith,WR,CAR,@LAR,25.4,27,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,21.7,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2022,6,prochj1,James Proche,WR,BAL,@NYG,20.1,18,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,20.9,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2022,6,dortcg1,Greg Dortch,WR,ARI,@SEA,17.2,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,14.9,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2022,6,johnsm3,Marcus Johnson,WR,NYG,BAL,22.2,21,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,20.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2022,6,hintok1,Kendall Hinton,WR,DEN,@LAC,27.7,29,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.1,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2022,6,marsht1,Terrace Marshall,WR,CAR,@LAR,25.4,27,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.6,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2022,6,kirkwk1,Keith Kirkwood,WR,NO,CIN,15.5,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,hamlek1,K.J. Hamler,WR,DEN,@LAC,27.7,29,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,14.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,sherft1,Trent Sherfield,WR,MIA,MIN,19.0,12,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,13.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,moores1,Skyy Moore,WR,KC,BUF,16.9,5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,15.9,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2022,6,sillsd1,David Sills,WR,NYG,BAL,22.2,21,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.3,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2022,6,berrib2,Braxton Berrios,WR,NYJ,@GB,19.9,16,3.0,0.0,0.0,0.0,0.0,0.0,0.9,7.0,0.0,1.2,9.6,0.0,0.0,0.3,0.6,0.0,0.0,0.0,C-Game
2022,6,pettid1,Dante Pettis,WR,CHI,WAS,31.6,32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,18.3,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2022,6,goodwm1,Marquise Goodwin,WR,SEA,ARI,16.6,4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,12.4,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,jonesv1,Velus Jones,WR,CHI,WAS,31.6,32,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,mclour1,Ray-Ray McCloud,WR,SF,@ATL,24.8,24,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.4,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,winfrj1,Juwann Winfree,WR,GB,NYJ,21.2,19,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,watkiq1,Quez Watkins,WR,PHI,DAL,18.3,8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,jonest6,Tim Jones,WR,JAX,@IND,18.4,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,atwelt1,Tutu Atwell,WR,LAR,CAR,22.1,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,wallat1,Tylan Wallace,WR,BAL,@NYG,20.1,18,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,stracm1,Mike Strachan,WR,IND,JAX,19.0,11,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,watsoj1,Justin Watson,WR,KC,BUF,16.9,5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,pascaz1,Zach Pascal,WR,PHI,DAL,18.3,8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,eskrid1,D'Wayne Eskridge,WR,SEA,ARI,16.6,4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,belld1,David Bell,WR,CLE,NE,18.2,7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,simsc2,Cam Sims,WR,WAS,@CHI,19.9,17,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,shaher1,Rashid Shaheed,WR,NO,CIN,15.5,2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,edwarb4,Bryan Edwards,WR,ATL,SF,19.6,13,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2022,6,boykim1,Miles Boykin,WR,PIT,TB,19.7,14,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2022,6,thomam3,Mike Thomas,WR,CIN,@NO,25.4,26,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2022,6,schwaa1,Anthony Schwartz,WR,CLE,NE,18.2,7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2022,6,whitek1,Kevin White,WR,NO,CIN,15.5,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,smithj8,Jeff Smith,WR,NYJ,@GB,19.9,16,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2022,6,reagoj1,Jalen Reagor,WR,MIN,@MIA,18.9,10,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,fehoks1,Simi Fehoko,WR,DAL,@PHI,15.6,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,kelcet1,Travis Kelce,TE,KC,BUF,1.6,1,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,72.1,0.6,0.0,0.0,3.8,0.0,0.0,0.0,A-Game
2022,6,andrem1,Mark Andrews,TE,BAL,@NYG,8.5,23,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,76.7,0.5,0.0,0.0,4.0,0.0,0.0,0.0,A-Game
2022,6,ertzz1,Zach Ertz,TE,ARI,@SEA,23.5,32,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,50.2,0.7,0.0,0.0,2.7,0.0,0.0,0.0,A-Game
2022,6,higbet1,Tyler Higbee,TE,LAR,CAR,4.0,6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,55.3,0.3,0.0,0.0,3.1,0.0,0.0,0.0,A-Game
2022,6,goeded1,Dallas Goedert,TE,PHI,DAL,4.2,8,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,61.1,0.3,0.0,0.0,3.1,0.0,0.0,0.0,A-Game
2022,6,kittlg1,George Kittle,TE,SF,@ATL,8.2,21,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,48.7,0.5,0.0,0.0,2.6,0.0,0.0,0.0,A-Game
2022,6,njokud1,David Njoku,TE,CLE,NE,7.9,20,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,55.4,0.2,0.0,0.0,2.8,0.0,0.0,0.0,A-Game
2022,6,evereg1,Gerald Everett,TE,LAC,DEN,4.7,9,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,39.7,0.4,0.0,0.0,2.0,0.0,0.0,0.0,A-Game
2022,6,hillt2,Taysom Hill,TE,NO,CIN,7.8,19,9.1,0.0,0.0,0.0,0.0,0.0,10.7,64.1,0.5,0.0,0.0,0.0,0.0,2.7,0.0,0.1,0.0,0.0,A-Game
2022,6,engrae1,Evan Engram,TE,JAX,@IND,9.6,25,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,33.6,0.2,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2022,6,hursth1,Hayden Hurst,TE,CIN,@NO,3.4,5,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,29.5,0.3,0.0,0.0,1.7,0.0,0.0,0.0,B-Game
2022,6,pittsk1,Kyle Pitts,TE,ATL,SF,2.4,2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.3,0.2,0.0,0.0,2.0,0.0,0.0,0.0,B-Game
2022,6,tonyar1,Robert Tonyan,TE,GB,NYJ,5.0,11,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,26.7,0.3,0.0,0.0,1.6,0.0,0.0,0.0,B-Game
2022,6,conklt1,Tyler Conklin,TE,NYJ,@GB,6.8,17,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,31.3,0.2,0.0,0.0,1.8,0.0,0.0,0.0,B-Game
