Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade,Y! (Proj),Y! ($),Y! (Val),Y! (Pt/$),Y! (Flr),Y! (Flr Val),Y! (Floor/$),Y! (Ceil),Y! (Ceil Val),Y! (Ceil/$),Y! (Wk $ Chg),O/U,Line,Team O/U
2022,6,gibsoa1,Antonio Gibson,RB,WAS,@CHI,21.0,26,4.7,0.0,0.0,0.0,0.0,0.0,3.5,15.2,0.1,1.5,16.8,0.1,0.0,0.8,0.8,0.0,0.0,0.0,C-Game,5.4,15.0,-0.9,0.36,0.0,-6.30,0.00,15.0,8.67,1.00,--,38.500,-1.000,19.75
2022,6,kellej2,Joshua Kelley,RB,LAC,DEN,15.0,5,4.5,0.0,0.0,0.0,0.0,0.0,4.9,17.0,0.1,1.9,13.7,0.1,0.0,0.9,0.6,0.0,0.0,0.0,C-Game,5.5,11.0,0.8,0.50,0.0,-4.60,0.00,15.0,10.41,1.37,--,45.500,-4.5,25
2022,6,mckinj1,Jerick McKinnon,RB,KC,BUF,18.2,20,4.4,0.0,0.0,0.0,0.0,0.0,4.1,16.5,0.1,1.7,13.0,0.1,0.0,0.8,0.6,0.0,0.0,0.0,C-Game,5.2,11.0,0.6,0.48,0.0,-4.62,0.00,14.9,10.23,1.35,--,54.000,2.5,25.75
2022,6,huntlc1,Caleb Huntley,RB,ATL,SF,15.5,9,4.1,0.0,0.0,0.0,0.0,0.0,6.7,31.9,0.2,0.0,0.0,0.0,0.0,1.6,0.0,0.1,0.0,0.0,C-Game,4.1,10.0,-0.1,0.41,0.0,-4.20,0.00,14.0,9.80,1.40,--,46.000,4.5,20.75
2022,6,colemt1,Tevin Coleman,RB,SF,@ATL,19.7,22,4.0,0.0,0.0,0.0,0.0,0.0,3.8,16.2,0.2,1.4,9.3,0.1,0.0,0.8,0.4,0.0,0.0,0.0,C-Game,4.7,11.0,0.0,0.42,0.0,-4.62,0.00,14.4,9.75,1.31,--,46.000,-4.500,25.25
2022,6,mattia1,Alexander Mattison,RB,MIN,@MIA,22.7,27,3.9,0.0,0.0,0.0,0.0,0.0,5.6,19.4,0.2,1.3,7.9,0.1,0.0,1.0,0.4,0.0,0.0,0.0,C-Game,4.6,12.0,-0.5,0.38,0.0,-5.04,0.00,14.3,9.28,1.19,--,45.500,-3.000,24.25
2022,6,edmonc1,Chase Edmonds,RB,MIA,MIN,17.7,19,3.9,0.0,0.0,0.0,0.0,0.0,2.8,11.5,0.2,1.5,11.9,0.1,0.0,0.6,0.5,0.0,0.0,0.0,C-Game,4.6,10.0,0.4,0.46,0.0,-4.20,0.00,14.3,10.14,1.43,--,45.500,3,21.25
2022,6,warrej1,Jaylen Warren,RB,PIT,TB,11.6,1,3.8,0.0,0.0,0.0,0.0,0.0,5.9,21.9,0.0,1.6,13.6,0.1,0.0,1.1,0.6,0.1,0.0,0.0,C-Game,4.6,10.0,0.4,0.46,0.0,-4.20,0.00,14.4,10.19,1.44,--,46.000,9.5,18.25
2022,6,brownm4,Malcolm Brown,RB,LAR,CAR,20.4,25,3.7,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.2,0.2,1.3,0.0,0.0,1.3,0.1,0.0,0.0,0.0,C-Game,3.8,10.0,-0.4,0.38,0.0,-4.20,0.00,13.7,9.51,1.37,--,41.500,-10,25.75
2022,6,pachei1,Isiah Pacheco,RB,KC,BUF,18.2,20,3.3,0.0,0.0,0.0,0.0,0.0,6.4,21.3,0.2,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,C-Game,3.3,11.0,-1.3,0.30,0.0,-4.62,0.00,13.3,8.69,1.21,--,54.000,2.5,25.75
2022,6,drakek1,Kenyan Drake,RB,BAL,@NYG,16.3,15,3.3,0.0,0.0,0.0,0.0,0.0,6.2,24.7,0.0,1.0,7.0,0.0,0.0,1.2,0.3,0.0,0.0,0.0,C-Game,3.8,11.0,-0.8,0.34,0.0,-4.62,0.00,13.7,9.13,1.25,--,45.500,-5.500,25.5
2022,6,perins1,Samaje Perine,RB,CIN,@NO,16.9,17,3.1,0.0,0.0,0.0,0.0,0.0,4.8,21.7,0.0,1.2,7.7,0.0,0.0,1.1,0.4,0.0,0.0,0.0,C-Game,3.6,10.0,-0.6,0.36,0.0,-4.20,0.00,13.6,9.42,1.36,--,43.500,-3.000,23.25
2022,6,stronp1,Pierre Strong Jr.,RB,NE,@CLE,25.7,30,3.0,0.0,0.0,0.0,0.0,0.0,5.2,18.7,0.1,0.6,4.2,0.0,0.0,0.9,0.2,0.0,0.0,0.0,C-Game,3.3,10.0,-0.9,0.33,0.0,-4.20,0.00,13.3,9.12,1.33,--,43.000,2.500,20.25
2022,6,dallad1,DeeJay Dallas,RB,SEA,ARI,17.7,18,3.0,0.0,0.0,0.0,0.0,0.0,4.0,19.2,0.1,1.5,7.5,0.0,0.0,1.0,0.3,0.0,0.0,0.0,C-Game,3.8,12.0,-1.3,0.31,0.0,-5.04,0.00,13.7,8.67,1.14,--,50.500,2.5,24
2022,6,gainwk1,Kenneth Gainwell,RB,PHI,DAL,15.6,10,2.8,0.0,0.0,0.0,0.0,0.0,3.3,12.0,0.2,0.7,3.7,0.0,0.0,0.6,0.2,0.0,0.0,0.0,C-Game,3.2,12.0,-1.8,0.27,0.0,-5.04,0.00,13.2,8.15,1.10,--,42.000,-6.5,24.25
2022,6,miches1,Sony Michel,RB,LAC,DEN,15.0,5,2.7,0.0,0.0,0.0,0.0,0.0,4.0,14.9,0.0,1.0,8.2,0.0,0.0,0.7,0.4,0.0,0.0,0.0,C-Game,3.2,10.0,-1.0,0.32,0.0,-4.20,0.00,13.3,9.05,1.33,--,45.500,-4.5,25
2022,6,cookj3,James Cook,RB,BUF,@KC,19.9,23,2.6,0.0,0.0,0.0,0.0,0.0,5.1,18.0,0.1,0.5,3.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,C-Game,2.9,10.0,-1.3,0.29,0.0,-4.20,0.00,13.0,8.76,1.30,--,54.000,-2.500,28.25
2022,6,ingram1,Mark Ingram,RB,NO,CIN,16.2,14,2.3,0.0,0.0,0.0,0.0,0.0,3.3,10.4,0.1,0.8,5.5,0.0,0.0,0.5,0.3,0.0,0.0,0.0,C-Game,2.7,11.0,-1.9,0.25,0.0,-4.62,0.00,12.8,8.20,1.17,--,43.500,3,20.25
2022,6,scottb2,Boston Scott,RB,PHI,DAL,15.6,10,2.2,0.0,0.0,0.0,0.0,0.0,2.7,9.6,0.2,0.3,1.2,0.0,0.0,0.5,0.1,0.0,0.0,0.0,C-Game,2.3,10.0,-1.9,0.23,0.0,-4.20,0.00,12.5,8.29,1.25,--,42.000,-6.5,24.25
2022,6,willia4,Avery Williams,RB,ATL,SF,15.5,9,2.1,0.0,0.0,0.0,0.0,0.0,3.2,11.6,0.0,0.8,6.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,C-Game,2.5,10.0,-1.7,0.25,0.0,-4.20,0.00,12.6,8.45,1.26,--,46.000,4.5,20.75
2022,6,juszck1,Kyle Juszczyk,RB,SF,@ATL,19.7,22,1.7,0.0,0.0,0.0,0.0,0.0,0.7,2.0,0.1,0.7,5.8,0.1,0.0,0.1,0.3,0.0,0.0,0.0,C-Game,2.1,11.0,-2.6,0.19,0.0,-4.62,0.00,12.3,7.64,1.11,--,46.000,-4.500,25.25
2022,6,ricarp1,Patrick Ricard,RB,BAL,@NYG,16.3,15,1.3,0.0,0.0,0.0,0.0,0.0,0.9,2.9,0.0,0.9,8.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0,C-Game,1.7,10.0,-2.5,0.17,0.0,-4.20,0.00,12.0,7.84,1.20,--,45.500,-5.500,25.5
2022,6,ahmeds1,Salvon Ahmed,RB,MIA,MIN,17.7,19,1.2,0.0,0.0,0.0,0.0,0.0,2.9,7.7,0.0,0.6,4.8,0.0,0.0,0.4,0.2,0.0,0.0,0.0,C-Game,1.6,10.0,-2.6,0.16,0.0,-4.20,0.00,11.9,7.74,1.19,--,45.500,3,21.25
2022,6,breidm1,Matt Breida,RB,NYG,BAL,15.8,12,1.0,0.0,0.0,0.0,0.0,0.0,1.7,7.5,0.0,0.4,3.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,C-Game,1.2,10.0,-3.0,0.12,0.0,-4.20,0.00,11.6,7.44,1.16,--,45.500,5.5,20
2022,6,hastyj1,JaMycal Hasty,RB,JAX,@IND,15.1,6,0.9,0.0,0.0,0.0,0.0,0.0,1.2,4.4,0.0,0.5,5.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,C-Game,1.1,10.0,-3.1,0.11,0.0,-4.20,0.00,11.6,7.37,1.16,--,41.000,1.500,19.75
2022,6,murral1,Latavius Murray,RB,DEN,@LAC,23.0,29,0.7,0.0,0.0,0.0,0.0,0.0,1.0,3.9,0.0,0.4,2.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,C-Game,1.0,15.0,-5.3,0.06,0.0,-6.30,0.00,11.4,5.12,0.76,--,45.500,4.500,20.5
2022,6,hamc1,C.J. Ham,RB,MIN,@MIA,22.7,27,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,1.1,10.0,-3.1,0.11,0.0,-4.20,0.00,11.5,7.29,1.15,--,45.500,-3.000,24.25
2022,6,davist5,Tyrion Davis-Price,RB,SF,@ATL,19.7,22,0.7,0.0,0.0,0.0,0.0,0.0,1.1,4.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.7,10.0,-3.5,0.07,0.0,-4.20,0.00,11.2,7.00,1.12,--,46.000,-4.500,25.25
2022,6,hubbac1,Chuba Hubbard,RB,CAR,@LAR,11.8,2,0.5,0.0,0.0,0.0,0.0,0.0,1.6,5.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,C-Game,0.5,10.0,-3.7,0.05,0.0,-4.20,0.00,11.1,6.89,1.11,--,41.500,10.000,15.75
2022,6,gillir1,Reggie Gilliam,RB,BUF,@KC,19.9,23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,0.8,10.0,-3.4,0.08,0.0,-4.20,0.00,11.3,7.05,1.13,--,54.000,-2.500,28.25
2022,6,jonest2,Taiwan Jones,RB,BUF,@KC,19.9,23,0.4,0.0,0.0,0.0,0.0,0.0,1.2,4.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.4,10.0,-3.8,0.04,0.0,-4.20,0.00,11.0,6.76,1.10,--,54.000,-2.500,28.25
2022,6,horvaz1,Zander Horvath,RB,LAC,DEN,15.0,5,0.4,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,0.6,2.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,C-Game,0.7,10.0,-3.5,0.07,0.0,-4.20,0.00,11.2,6.98,1.12,--,45.500,-4.5,25
2022,6,foremd1,D'Onta Foreman,RB,CAR,@LAR,11.8,2,0.4,0.0,0.0,0.0,0.0,0.0,0.9,3.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C-Game,0.4,10.0,-3.8,0.04,0.0,-4.20,0.00,10.9,6.74,1.09,--,41.500,10.000,15.75
2022,6,wattd1,Derek Watt,RB,PIT,TB,11.6,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.5,10.0,-3.7,0.05,0.0,-4.20,0.00,11.0,6.84,1.10,--,46.000,9.5,18.25
2022,6,davism3,Mike Davis,RB,BAL,@NYG,16.3,15,0.3,0.0,0.0,0.0,0.0,0.0,0.8,2.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game,0.3,10.0,-3.9,0.03,0.0,-4.20,0.00,10.9,6.67,1.09,--,45.500,-5.500,25.5
2022,6,brighg1,Gary Brightwell,RB,NYG,BAL,15.8,12,0.2,0.0,0.0,0.0,0.0,0.0,0.6,2.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game,0.2,10.0,-4.0,0.02,0.0,-4.20,0.00,10.8,6.64,1.08,--,45.500,5.5,20
2022,6,kuppc1,Cooper Kupp,WR,LAR,CAR,22.1,20,16.3,0.0,0.0,0.0,0.0,0.0,0.7,4.6,0.1,8.6,105.3,0.8,0.0,0.2,5.3,0.0,0.0,0.0,A-Game,20.6,39.0,3.8,0.53,9.3,-7.50,0.24,28.9,12.12,0.74,--,41.500,-10,25.75
2022,6,jeffej1,Justin Jefferson,WR,MIN,@MIA,18.9,10,13.9,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,7.1,105.3,0.6,0.0,0.0,4.9,0.0,0.0,0.0,A-Game,17.4,37.0,1.5,0.47,7.8,-8.06,0.21,25.9,9.99,0.70,--,45.500,-3.000,24.25
2022,6,diggss1,Stefon Diggs,WR,BUF,@KC,25.1,25,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,95.6,0.7,0.0,0.0,4.8,0.0,0.0,0.0,A-Game,17.3,30.0,4.4,0.58,7.2,-5.69,0.24,25.6,12.74,0.85,--,54.000,-2.500,28.25
2022,6,evansm1,Mike Evans,WR,TB,@PIT,31.6,31,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,77.2,0.8,0.0,0.0,3.4,0.0,0.0,0.0,A-Game,14.5,29.0,2.1,0.50,4.3,-8.21,0.15,23.0,10.49,0.79,--,46.000,-9.500,27.75
2022,6,samued1,Deebo Samuel,WR,SF,@ATL,24.8,24,12.0,0.0,0.0,0.0,0.0,0.0,3.9,24.2,0.2,4.8,69.6,0.2,0.0,1.0,3.3,0.1,0.0,0.0,A-Game,14.5,24.0,4.1,0.60,7.0,-3.29,0.29,24.4,14.11,1.02,--,46.000,-4.500,25.25
2022,6,chasej1,Ja'Marr Chase,WR,CIN,@NO,25.4,26,11.5,0.0,0.0,0.0,0.0,0.0,0.5,2.1,0.0,6.1,80.9,0.6,0.0,0.1,3.9,0.0,0.0,0.0,A-Game,14.6,30.0,1.7,0.49,5.2,-7.75,0.17,23.3,10.37,0.78,--,43.500,-3.000,23.25
2022,6,brownm6,Marquise Brown,WR,ARI,@SEA,17.2,6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,84.1,0.5,0.0,0.0,4.0,0.0,0.0,0.0,A-Game,14.5,24.0,4.2,0.60,5.4,-4.89,0.23,23.2,12.84,0.97,--,50.500,-2.500,26.5
2022,6,metcad1,DK Metcalf,WR,SEA,ARI,16.6,4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,71.0,0.6,0.0,0.0,3.4,0.0,0.0,0.0,B-Game,13.4,28.0,1.3,0.48,3.8,-8.23,0.14,22.1,10.01,0.79,--,50.500,2.5,24
2022,6,browna5,A.J. Brown,WR,PHI,DAL,18.3,8,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,85.5,0.4,0.0,0.0,4.0,0.0,0.0,0.0,B-Game,13.6,24.0,3.2,0.57,5.4,-4.88,0.23,22.5,12.15,0.94,--,42.000,-6.5,24.25
2022,6,willim7,Mike Williams,WR,LAC,DEN,14.7,1,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,79.4,0.4,0.0,0.0,3.6,0.0,0.0,0.0,B-Game,12.9,21.0,3.9,0.61,4.5,-4.54,0.21,21.8,12.76,1.04,--,45.500,-4.5,25
2022,6,davisg2,Gabe Davis,WR,BUF,@KC,25.1,25,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,74.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,12.2,24.0,1.9,0.51,3.5,-6.81,0.15,21.1,10.79,0.88,--,54.000,-2.500,28.25
2022,6,suttoc1,Courtland Sutton,WR,DEN,@LAC,27.7,29,10.1,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,6.1,80.7,0.3,0.0,0.0,3.9,0.1,0.0,0.0,B-Game,13.2,17.0,5.9,0.78,5.1,-2.17,0.30,22.2,14.88,1.31,--,45.500,4.500,20.5
2022,6,hillt1,Tyreek Hill,WR,MIA,MIN,19.0,12,10.1,0.0,0.0,0.0,0.0,0.0,0.4,2.9,0.0,6.5,79.8,0.3,0.0,0.1,4.0,0.1,0.0,0.0,B-Game,13.3,29.0,0.9,0.46,5.2,-7.27,0.18,22.4,9.90,0.77,--,45.500,3,21.25
2022,6,lambc1,CeeDee Lamb,WR,DAL,@PHI,15.6,3,10.1,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,6.1,74.0,0.4,0.0,0.1,3.7,0.1,0.0,0.0,B-Game,13.1,21.0,4.1,0.62,4.5,-4.52,0.21,22.0,13.01,1.05,--,42.000,6.500,17.75
2022,6,locket1,Tyler Lockett,WR,SEA,ARI,16.6,4,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,77.2,0.4,0.0,0.0,3.8,0.0,0.0,0.0,B-Game,12.9,21.0,3.8,0.61,4.7,-4.29,0.23,21.8,12.80,1.04,--,50.500,2.5,24
2022,6,kirkc1,Christian Kirk,WR,JAX,@IND,18.4,9,9.7,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,4.2,68.4,0.5,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,11.8,20.0,3.2,0.59,3.1,-5.47,0.16,20.7,12.14,1.04,--,41.000,1.500,19.75
2022,6,waddlj1,Jaylen Waddle,WR,MIA,MIN,19.0,12,9.4,0.0,0.0,0.0,0.0,0.0,1.3,5.8,0.0,4.4,65.5,0.4,0.0,0.2,3.0,0.0,0.0,0.0,B-Game,11.6,25.0,0.9,0.46,3.1,-7.67,0.12,20.7,10.00,0.83,--,45.500,3,21.25
2022,6,mclaut1,Terry McLaurin,WR,WAS,@CHI,19.9,17,9.2,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,4.2,73.8,0.3,0.0,0.1,3.2,0.0,0.0,0.0,B-Game,11.3,17.0,4.0,0.67,3.6,-3.68,0.21,20.5,13.18,1.21,--,38.500,-1.000,19.75
2022,6,godwic1,Chris Godwin,WR,TB,@PIT,31.6,31,9.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,5.9,68.9,0.4,0.0,0.0,3.5,0.0,0.0,0.0,B-Game,12.0,22.0,2.5,0.55,3.9,-5.52,0.18,21.0,11.57,0.96,--,46.000,-9.500,27.75
2022,6,lazara1,Allen Lazard,WR,GB,NYJ,21.2,19,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,54.6,0.6,0.0,0.0,2.6,0.0,0.0,0.0,B-Game,10.9,18.0,3.1,0.60,1.7,-6.08,0.09,19.7,12.01,1.10,--,45.000,-7.5,26.25
2022,6,pittmm2,Michael Pittman Jr.,WR,IND,JAX,19.0,11,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,65.5,0.4,0.0,0.0,3.4,0.0,0.0,0.0,B-Game,11.5,20.0,2.9,0.57,3.5,-5.08,0.18,20.5,11.93,1.03,--,41.000,-1.5,21.25
2022,6,coopea1,Amari Cooper,WR,CLE,NE,18.2,7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,62.6,0.3,0.0,0.0,3.2,0.0,0.0,0.0,B-Game,10.9,21.0,1.9,0.52,3.0,-5.99,0.14,20.0,10.97,0.95,--,43.000,-2.5,22.75
2022,6,samuec1,Curtis Samuel,WR,WAS,@CHI,19.9,17,8.0,0.0,0.0,0.0,0.0,0.0,2.1,12.3,0.1,4.8,50.5,0.2,0.0,0.5,2.7,0.0,0.0,0.0,B-Game,10.4,16.0,3.6,0.65,2.7,-4.17,0.17,20.1,13.22,1.26,--,38.500,-1.000,19.75
2022,6,higgit1,Tee Higgins,WR,CIN,@NO,25.4,26,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,59.1,0.3,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,9.8,22.0,0.3,0.45,2.1,-7.32,0.10,19.0,9.54,0.86,--,43.500,-3.000,23.25
2022,6,duverd1,Devin Duvernay,WR,BAL,@NYG,20.1,18,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,51.2,0.5,0.0,0.0,2.4,0.0,0.0,0.0,C-Game,9.5,14.0,3.5,0.68,1.2,-4.84,0.08,18.6,12.62,1.33,--,45.500,-5.500,25.5
2022,6,doubsr1,Romeo Doubs,WR,GB,NYJ,21.2,19,7.8,0.0,0.0,0.0,0.0,0.0,0.6,3.6,0.0,4.1,47.0,0.5,0.0,0.1,2.4,0.0,0.0,0.0,C-Game,9.9,15.0,3.4,0.66,1.1,-5.35,0.07,19.0,12.53,1.27,--,45.000,-7.5,26.25
2022,6,johnsd15,Diontae Johnson,WR,PIT,TB,19.7,14,7.8,0.0,0.0,0.0,0.0,0.0,0.3,2.3,0.0,5.4,57.7,0.3,0.0,0.1,3.1,0.0,0.0,0.0,C-Game,10.5,17.0,3.2,0.62,2.7,-4.63,0.16,19.7,12.42,1.16,--,46.000,9.5,18.25
2022,6,londod1,Drake London,WR,ATL,SF,19.6,13,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,57.4,0.4,0.0,0.0,3.0,0.1,0.0,0.0,C-Game,10.4,18.0,2.6,0.58,2.6,-5.17,0.14,19.5,11.80,1.09,--,46.000,4.5,20.75
2022,6,jeudyj1,Jerry Jeudy,WR,DEN,@LAC,27.7,29,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.7,0.5,0.0,0.0,2.1,0.0,0.0,0.0,C-Game,9.2,14.0,3.2,0.66,0.5,-5.55,0.03,18.3,12.27,1.31,--,45.500,4.500,20.5
2022,6,smithd4,DeVonta Smith,WR,PHI,DAL,18.3,8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,61.1,0.3,0.0,0.0,3.1,0.0,0.0,0.0,C-Game,10.3,19.0,2.1,0.54,2.9,-5.28,0.15,19.5,11.31,1.03,--,42.000,-6.5,24.25
2022,6,aiyukb1,Brandon Aiyuk,WR,SF,@ATL,24.8,24,7.5,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,3.6,51.1,0.4,0.0,0.1,2.4,0.0,0.0,0.0,C-Game,9.3,16.0,2.4,0.58,1.2,-5.66,0.08,18.5,11.59,1.15,--,46.000,-4.500,25.25
2022,6,moored4,D.J. Moore,WR,CAR,@LAR,25.4,27,7.4,0.0,0.0,0.0,0.0,0.0,0.7,4.2,0.0,4.2,56.9,0.2,0.0,0.2,2.7,0.0,0.0,0.0,C-Game,9.5,16.0,2.6,0.59,2.0,-4.83,0.13,18.9,12.01,1.18,--,41.500,10.000,15.75
2022,6,pickeg1,George Pickens,WR,PIT,TB,19.7,14,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.7,0.2,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,9.1,16.0,2.2,0.57,2.0,-4.86,0.13,18.4,11.56,1.15,--,46.000,9.5,18.25
2022,6,thiela1,Adam Thielen,WR,MIN,@MIA,18.9,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,48.7,0.4,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,9.3,19.0,1.2,0.49,1.5,-6.70,0.08,18.5,10.37,0.98,--,45.500,-3.000,24.25
2022,6,meyerj1,Jakobi Meyers,WR,NE,@CLE,24.1,23,7.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,5.1,55.1,0.2,0.0,0.1,2.9,0.0,0.0,0.0,C-Game,9.5,16.0,2.7,0.60,2.3,-4.60,0.14,18.9,12.02,1.18,--,43.000,2.500,20.25
2022,6,valdem1,Marquez Valdes-Scantling,WR,KC,BUF,16.9,5,6.9,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,3.7,53.3,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.8,11.0,4.1,0.80,1.5,-3.22,0.14,18.2,13.42,1.65,--,54.000,2.5,25.75
2022,6,davisc7,Corey Davis,WR,NYJ,@GB,19.9,16,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,51.8,0.3,0.0,0.0,2.2,0.0,0.0,0.0,C-Game,8.3,15.0,1.9,0.56,1.0,-5.47,0.07,17.7,11.24,1.18,--,45.000,7.500,18.75
2022,6,mooned1,Darnell Mooney,WR,CHI,WAS,31.6,32,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,53.2,0.3,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,8.8,16.0,1.9,0.55,1.6,-5.30,0.10,18.2,11.27,1.13,--,38.500,1,18.75
2022,6,smithj5,JuJu Smith-Schuster,WR,KC,BUF,16.9,5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.3,0.3,0.0,0.0,2.6,0.0,0.0,0.0,C-Game,8.9,14.0,2.9,0.64,1.7,-4.29,0.12,18.3,12.25,1.30,--,54.000,2.5,25.75
2022,6,wilsog1,Garrett Wilson,WR,NYJ,@GB,19.9,16,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,47.0,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.9,16.0,2.0,0.55,1.2,-5.70,0.07,18.1,11.25,1.13,--,45.000,7.500,18.75
2022,6,mckeni1,Isaiah McKenzie,WR,BUF,@KC,25.1,25,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,45.5,0.4,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.9,16.0,2.0,0.56,1.1,-5.76,0.07,18.1,11.25,1.13,--,54.000,-2.500,28.25
2022,6,boydt2,Tyler Boyd,WR,CIN,@NO,25.4,26,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,48.8,0.3,0.0,0.0,2.5,0.0,0.0,0.0,C-Game,8.8,16.0,1.9,0.55,1.3,-5.54,0.08,18.1,11.21,1.13,--,43.500,-3.000,23.25
2022,6,cobbr1,Randall Cobb,WR,GB,NYJ,21.2,19,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,52.1,0.2,0.0,0.0,2.3,0.0,0.0,0.0,C-Game,8.1,11.0,3.4,0.74,1.2,-3.56,0.11,17.5,12.82,1.60,--,45.000,-7.5,26.25
2022,6,mooree2,Elijah Moore,WR,NYJ,@GB,19.9,16,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,41.0,0.3,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,7.6,14.0,1.6,0.55,0.3,-5.75,0.02,17.0,10.97,1.21,--,45.000,7.500,18.75
2022,6,pierca2,Alec Pierce,WR,IND,JAX,19.0,11,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.7,0.2,0.0,0.0,2.4,0.0,0.0,0.0,C-Game,7.9,14.0,1.9,0.57,1.2,-4.87,0.08,17.4,11.37,1.24,--,41.000,-1.5,21.25
