"name","team","appHalfProjectedPoints","appProjectedCarriesThisWeek","appProjectedrushYardsThisWeek","appProjectedrushTDsThisWeek","appProjectedreceptionsThisWeek","appProjectedrecYardsThisWeek","appProjectedrecTDsThisWeek","appProjectedrushFirstDownsThisWeek","appProjectedrecFirstDownsThisWeek","appProjectedRBTotalFirstDownsThisWeek","astroHalfWRProjection","astroFullWRProjection"
"Justin Jefferson","MIN",17.4,0.1,0.6,0,6.3,97.2,0.8,0,4.4,4.4,17.7,20.9
"JaMarr Chase","CIN",15.8,0,0,0,6.2,92.7,0.6,0,4.3,4.3,16,19.1
"Drake London","ATL",15.3,0,0,0,6.7,77.1,0.7,0,4,4,15.3,18.6
"Cooper Kupp","LAR",14.5,0,0,0,6.9,78.9,0.6,0,4.1,4.1,14.9,18.4
"Amon-Ra St Brown","DET",13.4,0,0,0,5.6,67.6,0.7,0,3.4,3.4,13.8,16.6
"Malik Nabers","NYG",13.4,0,0,0,6.7,78.2,0.4,0,4.1,4.1,13.6,16.9
"AJ Brown","PHI",13.3,0,0,0,5.8,75.4,0.5,0,3.7,3.7,13.4,16.3
"CeeDee Lamb","DAL",13.3,1.2,7.8,0.1,5,71,0.4,0.3,3.4,3.7,13.4,15.9
"Jayden Reed","GB",13.2,1.5,13.7,0.1,4.4,68.1,0.4,0.6,3.1,3.7,13.4,15.6
"Tee Higgins","CIN",13.2,0,0,0,6,68.1,0.6,0,3.6,3.6,13.4,16.4
"Garrett Wilson","NYJ",13.1,0.3,1.4,0,6.4,64.1,0.6,0,3.6,3.6,13.3,16.5
"Davante Adams","NYJ",12.7,0,0,0,5.1,66.7,0.6,0,3.2,3.2,12.8,15.4
"Brian Thomas Jr","JAC",12.6,0.3,1.8,0,4.5,73.8,0.5,0.1,3.2,3.3,12.8,15.1
"DeVonta Smith","PHI",12.4,0,0,0,5.7,68.4,0.5,0,3.5,3.5,12.7,15.5
"Darnell Mooney","ATL",12.3,0,0,0,5,67.5,0.5,0,3.3,3.3,12.3,14.8
"DJ Moore","CHI",12.2,0.5,2.5,0,5.5,59.3,0.6,0.1,3.2,3.3,12.5,15.3
"Tyreek Hill","MIA",12.2,1.2,5.8,0,4.7,63.3,0.6,0.3,3,3.3,12.9,15.2
"Stefon Diggs","HOU",11.8,0.3,1.7,0,5.4,61.9,0.5,0.1,3.2,3.3,12.1,14.8
"Deebo Samuel","SF",11.7,1.7,8.3,0.2,4.5,58.1,0.3,0.3,2.9,3.2,11.9,14.1
"Terry McLaurin","WAS",10.9,0,0,0,4.9,58.5,0.5,0,3,3,11.3,13.8
"Amari Cooper","BUF",10.8,0,0,0,3.6,61.3,0.5,0,2.7,2.7,10.9,12.7
"George Pickens","PIT",10.4,0,0,0,4.1,64,0.4,0,2.9,2.9,10.9,12.9
"Tyler Lockett","SEA",10.3,0,0,0,4.6,58.8,0.4,0,2.9,2.9,10.6,12.9
"Romeo Doubs","GB",10.3,0,0,0,4.5,59.2,0.4,0,2.8,2.8,10.6,12.8
"Jaxon Smith-Njigba","SEA",10.2,0,0,0,5.5,52.9,0.4,0,3,3,10.4,13.2
"Keenan Allen","CHI",10.1,0,0,0,4.4,50,0.5,0,2.6,2.6,10.2,12.4
"Tank Dell","HOU",9.9,0.9,4.6,0,3.9,54.7,0.4,0.2,2.6,2.8,10.3,12.2
"Jaylen Waddle","MIA",9.5,0.3,1.3,0,4.2,57.4,0.4,0.1,2.8,2.9,10.4,12.5
"Ladd McConkey","LAC",9.4,0,0,0,4.2,50.4,0.4,0,2.5,2.5,9.5,11.6
"Jordan Addison","MIN",9.4,0.4,1.7,0.1,2.9,49.6,0.4,0.1,2.2,2.3,9.6,11
"Michael Pittman Jr","IND",9.2,0,0,0,4.7,52.8,0.3,0,2.7,2.7,9.4,11.8
"Courtland Sutton","DEN",9.1,0,0,0,3.2,41.3,0.6,0,2,2,9.3,10.9
"Chris Olave","NO",8.9,0,0,0,4.4,47.9,0.4,0,2.5,2.5,9.4,11.6
"Khalil Shakir","BUF",8.9,0,0,0,4.6,44.4,0.4,0,2.5,2.5,9.1,11.4
"Jalen Tolbert","DAL",8.9,0,0,0,3.8,43.9,0.5,0,2.3,2.3,9.3,11.2
"Dontayvion Wicks","GB",8.8,0,0,0,2.7,35.7,0.7,0,1.7,1.7,9.1,10.5
"Xavier Worthy","KC",8.7,1.1,8.3,0.1,2.9,32.7,0.5,0.4,1.7,2.1,9.2,10.6
"Zay Flowers","BAL",8.7,0,0,0,4.5,47.7,0.3,0,2.6,2.6,8.8,11.1
"Rashod Bateman","BAL",8.6,0,0,0,3.1,53.1,0.3,0,2.3,2.3,8.7,10.2
"Alec Pierce","IND",8.4,0,0,0,2.8,50.7,0.4,0,2.2,2.2,8.9,10.3
"Christian Kirk","JAC",8.4,0,0,0,3.9,50.4,0.3,0,2.4,2.4,8.8,10.7
"Marvin Harrison Jr","ARI",8.3,0,0,0,2.8,41.7,0.5,0,1.9,1.9,8.6,10
"WanDale Robinson","NYG",8.3,0.3,2.8,0,5.1,38.4,0.3,0.1,2.5,2.6,8.5,11
"DeAndre Hopkins","KC",8.2,0,0,0,2.9,39.2,0.5,0,1.9,1.9,8.4,9.8
"Calvin Ridley","TEN",8,1,4.6,0,3.5,45.5,0.2,0.2,2.3,2.5,8,9.7
"Keon Coleman","BUF",8,0,0,0,2.9,44.8,0.4,0,2.1,2.1,8.3,9.8
"Rome Odunze","CHI",7.8,0,0,0,3.5,46.5,0.3,0,2.3,2.3,8.2,9.9
"Jakobi Meyers","LV",7.7,0,0,0,4,44.6,0.2,0,2.3,2.3,7.7,9.7
"Josh Downs","IND",7.7,0,0,0,4.4,39.5,0.3,0,2.3,2.3,8,10.2
"Demario Douglas","NE",7.5,0.3,2,0,4,42.5,0.2,0.1,2.3,2.4,7.7,9.7
"Joshua Palmer","LAC",7.5,0,0,0,2.7,41,0.4,0,1.8,1.8,7.9,9.2
"Jerry Jeudy","CLE",7.4,0,0,0,2.8,51.3,0.2,0,2.2,2.2,7.7,9.1
"Michael Wilson","ARI",7.3,0,0,0,3.5,39.1,0.3,0,2.1,2.1,7.5,9.2
"Cedric Tillman","CLE",7.2,0,0,0,3.4,44.7,0.2,0,2.2,2.2,7.4,9.1
"Jalen Nailor","MIN",7.2,0,0,0,2.6,41.5,0.3,0,1.9,1.9,7.3,8.6
"Elijah Moore","CLE",6.9,0,0,0,3.4,41.7,0.2,0,2.1,2.1,7.1,8.8
"Demarcus Robinson","LAR",6.8,0,0,0,2.2,36.1,0.4,0,1.6,1.6,7.1,8.2
"Tim Patrick","DET",6.8,0,0,0,2.3,39.5,0.3,0,1.8,1.8,6.9,8.1
"Gabe Davis","JAC",6.8,0,0,0,2.7,33,0.4,0,1.7,1.7,7.1,8.4
"Jalen McMillan","TB",6.7,0,0,0,3.1,39.3,0.3,0,1.9,1.9,7.3,8.8
"Tyler Boyd","TEN",6.6,0,0,0,3.4,38.7,0.2,0,2,2,6.8,8.5
"Ricky Pearsall","SF",6.3,0,0,0,2.5,43.9,0.2,0,1.9,1.9,6.8,8.1
"Devaughn Vele","DEN",6.3,0,0,0,3.3,31.9,0.3,0,1.8,1.8,6.6,8.3
"Tutu Atwell","LAR",6.3,0,0,0,3.4,42,0.1,0,2.1,2.1,6.5,8.2
"Xavier Legette","CAR",6.2,0.3,2.1,0,2.8,29.9,0.3,0.1,1.6,1.7,6.4,7.8
"Trey Palmer","TB",6.2,0,0,0,2.5,33.2,0.3,0,1.6,1.6,6.4,7.6
"Kalif Raymond","DET",6.1,0.4,3.3,0,2.7,33.8,0.2,0.1,1.7,1.8,6.3,7.6
"Nick Westbrook-Ikhine","TEN",6.1,0,0,0,2.7,32.1,0.3,0,1.7,1.7,6.4,7.7
"Troy Franklin","DEN",6,0.2,1.4,0,3.3,31.6,0.2,0.1,1.8,1.9,6.2,7.8
"Andrei Iosivas","CIN",6,0,0,0,1.5,31.1,0.4,0,1.2,1.2,6.3,7
"Ray-Ray McCloud","ATL",5.9,0.2,2.2,0,3.6,36.2,0.1,0.1,1.9,2,6.2,8
"Sterling Shepard","TB",5.7,0,0,0,2.5,31.2,0.3,0,1.6,1.6,6.2,7.4
"KaVontae Turpin","DAL",5.7,0.3,1.8,0,2.6,28.6,0.3,0.1,1.5,1.6,6.1,7.4
"Mike Williams","NYJ",5.4,0,0,0,2.3,28.2,0.3,0,1.4,1.4,5.8,6.9
"Darius Slayton","NYG",5.4,0,0,0,2.5,33.4,0.2,0,1.6,1.6,5.8,7
"Bub Means","NO",5.3,0,0,0,2.7,26.7,0.2,0,1.5,1.5,5.2,6.6
"Jacob Cowing","SF",5.3,0,0,0,2.2,29.3,0.3,0,1.4,1.4,5.8,6.9
"Greg Dortch","ARI",5.2,0,0,0,3,27.2,0.2,0,1.6,1.6,5.4,6.9
"Simi Fehoko","LAC",5.1,0,0,0,1.9,32.1,0.2,0,1.5,1.5,5.4,6.3
"Tre Tucker","LV",4.9,0.3,1.6,0,2.2,26,0.2,0.1,1.4,1.5,5.1,6.2
"Noah Brown","WAS",4.8,0,0,0,2,28.1,0.2,0,1.3,1.3,5,6
"Kayshon Boutte","NE",4.7,0,0,0,1.5,30.4,0.2,0,1.2,1.2,5,5.7
"Xavier Hutchinson","HOU",4.7,0,0,0,2.2,33.3,0.2,0,1.6,1.6,5.6,6.7
"Jalen Coker","CAR",4.4,0,0,0,2.4,26.8,0.2,0,1.4,1.4,5.1,6.3
"Calvin Austin III","PIT",4.3,0,0,0,1.2,26.5,0.2,0,1.1,1.1,4.5,5.1
"Jonathan Mingo","CAR",4.3,0.3,1,0,2.3,23.8,0.2,0,1.3,1.3,4.8,6
"Kendrick Bourne","NE",4.3,0,0,0,2.7,19.5,0.2,0,1.3,1.3,4.5,5.9
"Jake Bobo","SEA",4.1,0.1,0.6,0,1.9,25,0.2,0,1.2,1.2,4.7,5.7
"Olamide Zaccheaus","WAS",4,0,0,0,2.2,20.7,0.2,0,1.2,1.2,4.4,5.5
"Mecole Hardman","KC",4,0,0,0,2.2,20.4,0.2,0,1.2,1.2,4.3,5.4
"Mason Tipton","NO",3.1,0,0,0,1.8,13.9,0.2,0,0.8,0.8,3.5,4.4
"Jahan Dotson","PHI",3,0.5,4.7,0,2,12.1,0.1,0.2,0.9,1.1,3.3,4.3
"Van Jefferson","PIT",2.9,0,0,0,1.5,13.2,0.2,0,0.7,0.7,3.3,4
"Nelson Agholor","BAL",2.7,0,0,0,1.2,17.6,0.1,0,0.9,0.9,3,3.6
"DJ Turner","LV",2.5,0,0,0,0.7,13.9,0.2,0,0.6,0.6,2.9,3.3
"Malik Washington","MIA",2.4,0,0,0,1.4,9.4,0.2,0,0.6,0.6,2.8,3.5
