"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"23","Evan Engram","TE","JAC","-","-","2.1","7.4","9.5","5.4","10.4","10.5","12.8","-","3.2","6.7","10.1","1.8","7.3","11.7","2.2","1.4","6.8","102.5"
"24","Austin Hooper","TE","LV","5.7","9","9.9","2.1","2","1.4","6.2","6.6","3.4","12.5","9.3","0","-","14","-","5.6","4.8","-","6.2","92.5"
"25","Foster Moreau","TE","NO","-","11.4","1.8","-","0","2.1","18","-","0","0","8.9","1.3","4.4","4.3","13.5","10.7","1.9","7","5.7","85.3"
"26","Mo Alie-Cox","TE","IND","0","2.8","3.4","19.2","8","9.8","11.5","0","3.8","1.6","0","1.8","1","BYE","0","6.2","5.8","4.7","4.7","79.6"
"27","Jack Doyle","TE","FA","5.1","13.4","2","3.4","1.4","0","0","9.2","7.1","6.1","6","20.1","2.3","-","1","-","-","2.1","5.3","79.2"
"28","Cameron Brate","TE","FA","-","1.8","7.5","4.9","2.2","5.6","0","3.5","-","7.6","4.7","5.3","7.3","3.1","4.2","9.1","8.5","3.2","4.9","78.5"
"29","Albert Okwuegbunam","TE","PHI","8.6","6.4","1.6","2.1","-","-","-","6.4","6.5","10.7","-","2.2","5.1","15.1","8.8","0","2.5","0","5.4","76"
"30","Dan Arnold","TE","FA","2.6","8.5","4.3","4.9","10.4","4.7","-","14.8","10","13.7","0","1.9","-","-","-","-","-","-","6.9","75.8"
"31","Anthony Firkser","TE","DET","4.9","-","-","5.3","6.3","2.1","1.9","1.8","1.7","1.2","7.6","1.7","-","7.4","1.9","2.3","11.4","15.6","4.9","73.1"
"32","Durham Smythe","TE","MIA","1.9","0","0","2.6","4.3","10.9","6.7","-","4.7","3.3","7.7","8.5","0","BYE","1.4","6.1","6.7","5.2","4.4","70"
"32","Geoff Swaim","TE","ARI","0","3","5.7","0","0","1.8","1.8","12.3","12.9","6.6","-","1.8","-","7.5","1.5","4","9.9","1.2","4.4","70"
