"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"1","Austin Ekeler","RB","LAC","11.2","18.4","13.3","34.9","35.9","24.3","36.7","BYE","24.1","13.3","18","25","13.2","24.4","15","23.9","32.1","9","21.9","372.7"
"2","Christian McCaffrey","RB","SF","15.7","16.8","13.5","25.8","23.4","22.8","8.2","40.3","BYE","17.7","17.6","8.9","28.6","29.3","25.8","13.8","31.3","16.9","21","356.4"
"3","Josh Jacobs","RB","LV","8.3","9.1","14.7","34.5","30.3","BYE","36.5","7.4","11.7","22.6","19","48.3","21","19.4","13","6","19.5","7","19.3","328.3"
"4","Derrick Henry","RB","TEN","8.2","8.5","25.3","23.7","27.2","BYE","16.8","35.8","23.5","8.7","25.4","14.7","5.8","20.5","26.3","18.6","-","13.8","18.9","302.8"
"5","Saquon Barkley","RB","NYG","33.4","11.8","22.6","18.2","19.6","18.5","17.5","15.2","BYE","23","5.5","15.2","19.1","6.8","23","27.3","7.3","-","17.8","284"
"6","Nick Chubb","RB","CLE","15.3","32.3","17.3","20.7","25.4","8","18.7","25.4","BYE","15.1","9.7","20.2","8","8.4","9.9","11.2","12.6","23.2","16.6","281.4"
"7","Rhamondre Stevenson","RB","NE","4.7","6.1","20.1","12.9","19.5","25.1","23.8","21.3","16","BYE","14.2","20.2","13.8","3","24.8","3.3","7.1","13.2","14.7","249.1"
"8","Tony Pollard","RB","DAL","4.2","19.8","10.5","1.8","14.6","7.2","12.9","33.7","BYE","21.8","36.9","8.1","24.6","22.2","14.6","14","-","1.9","15.6","248.8"
"9","Aaron Jones","RB","GB","10.6","32","5.7","14.5","10","7.4","28.6","19.7","6.5","23.6","14","18.9","10","BYE","20.6","5.4","13.3","7.8","14.6","248.6"
"10","Joe Mixon","RB","CIN","21.5","11.3","6.8","17.4","11.8","16.8","18.1","12.9","55.1","BYE","9.2","-","-","12.6","10.4","17.8","1.2","17.8","16","240.7"
"11","Dalvin Cook","RB","BAL","13.8","7.6","13.6","10.6","26.1","15.3","-","25.1","13.6","23.6","7.2","9.6","16.3","8.6","27","10.7","6.4","2.7","14","237.8"
"12","Leonard Fournette","RB","FA","15.7","9.4","12","18.4","35.9","22.1","4.6","14.8","11","11.8","-","-","14.1","10.6","11.4","25.2","8.7","1.4","14.2","227.1"
"13","Jamaal Williams","RB","NO","16","7","24.7","23.9","5.6","-","7.3","22.6","10.1","11.9","24.4","10.6","9.5","3.7","3.3","3.4","22.7","19.2","13.3","225.9"
"14","Najee Harris","RB","PIT","10.6","13.9","13.1","7.4","6.6","12.9","11","12","BYE","9.9","27.6","10.9","10.2","13","14.6","15.5","20.3","14","13.1","223.5"
"15","Miles Sanders","RB","CAR","18.5","11.6","5.4","29.6","8.4","14.2","-","13.8","15.3","5.4","5.8","31","11.8","28.5","1.9","6.1","6.1","3.3","12.7","216.7"
"16","Alvin Kamara","RB","NO","7.6","-","7.3","-","23.4","18.4","17.5","42.8","9.2","7.5","12.9","7","5.7","BYE","12.4","19","9","12","14.1","211.7"
"17","Travis Etienne Jr.","RB","JAC","8.5","8.3","10.5","3.2","14.4","12.8","18.9","25.2","26.6","10.3","BYE","0.3","7.6","3.2","12.7","14.2","23","5.4","12.1","205.1"
"18","Kenneth Walker III","RB","SEA","-","3.5","6.3","3.4","14.8","19","28.7","12.2","27.9","13.2","BYE","16.9","3.6","-","11.9","12.5","15.2","13.4","13.5","202.5"
"19","James Conner","RB","ARI","16.5","7.1","8.7","10.7","7.3","-","-","-","11.4","23.6","13.4","21","BYE","23.4","18.1","25","14","-","15.4","200.2"
"20","Jerick McKinnon","RB","KC","7.9","9.6","2","1","9.2","6","6.8","BYE","10.4","11.8","1.4","5.6","14","32.4","34.2","12.8","22.6","8.6","11.5","196.3"
"21","D'Andre Swift","RB","PHI","26.5","16.7","7.6","-","-","-","BYE","14.3","8","8.2","12.2","10.3","21.1","6.9","12.5","3.5","27.7","15.6","13.7","191.1"
"22","Ezekiel Elliott","RB","NE","5.9","5.9","14.5","10.1","7.8","15.6","17.7","-","-","BYE","17.7","16.5","18.1","17.1","15.1","13.1","9.7","1","12.4","185.8"
"23","Devin Singletary","RB","HOU","8.2","4.1","24.1","11.6","5.6","14.7","-","9.3","8.8","15.7","17.7","9","11.1","5.3","10","20.5","0.3","2.2","10.5","178.2"
"24","David Montgomery","RB","DET","8","15.6","1.1","-","18.2","9","12.2","8.5","5.4","5.4","21.1","14.3","16.7","-","24.1","10.4","5.6","2.1","11.1","177.7"
"25","Raheem Mostert","RB","MIA","4.2","10.9","1.1","10.1","19.2","5.8","20.9","7.7","8.6","18.7","BYE","-","3","5.4","16.6","4.9","23.1","8.1","10.5","168.3"
"26","AJ Dillon","RB","GB","20.1","7.7","5.8","9.4","3.4","9.2","1.5","7.3","6.4","6.5","3.3","17.8","20.9","BYE","22.1","12.8","10.1","3.3","9.9","167.6"
"27","Dameon Pierce","RB","HOU","4.9","8.7","18.1","25.9","20.3","BYE","15.7","14.1","13.9","12.2","3.7","4.6","12.5","11.8","-","-","-","-","12.8","166.4"
"28","Antonio Gibson","RB","WAS","20","12.1","11","9.3","6.9","8.3","16.7","20.7","6.7","14.8","13.3","8.4","7.9","BYE","4.7","5.1","-","-","11.1","165.9"
"29","Tyler Allgeier","RB","ATL","-","3","4","11.4","4.5","5.1","11","17.5","13.3","3.3","7.4","5.4","5.2","BYE","22.6","15.7","16.5","13.5","10","159.4"
"30","Jeff Wilson Jr.","RB","MIA","5","12.3","11.6","13.4","20.2","0.5","5.4","5.5","16.2","22.3","BYE","12.2","0.3","2.6","-","11","10.6","9.4","9.9","158.5"
"31","Cordarrelle Patterson","RB","ATL","22.6","4.1","22.3","9.8","-","-","-","-","18.3","3","11.9","10.1","6","BYE","12.2","4.1","20.4","9.9","11.9","154.7"
"32","Latavius Murray","RB","BUF","-","0","-","13.5","-","7.4","10.3","12.9","-","7.7","17.2","10.8","10.1","6.1","21.2","7","11.2","18.8","11","154.2"
"33","Jonathan Taylor","RB","IND","27.5","7.3","12.1","3.3","-","-","15.5","5.6","-","24.3","16.4","18.8","13.3","BYE","2.3","-","-","0","12.2","146.4"
"34","Samaje Perine","RB","DEN","6.7","2","14.1","0","9.6","3.6","2.8","4.7","6.4","-","30.2","19.3","21.5","9.4","3.4","5.2","-","3.2","8.9","142.1"
"35","Cam Akers","RB","MIN","0","8.2","10.1","1.3","3.3","-","BYE","-","0.3","2.2","6.1","3.7","19","9.3","13","34.7","14.3","15.8","9.4","141.3"
"36","Rachaad White","RB","TB","4.1","0.1","0","14.6","7.2","5.3","4.2","7.3","6.4","10.5","BYE","19.9","16.9","10.7","5.3","15.3","9.8","1.5","8.2","139.1"
"37","Isiah Pacheco","RB","KC","12.2","0.6","0.9","6.3","0","3.8","4.3","BYE","1.9","6.2","10.7","15.6","16.2","12.3","8.7","10","12.9","12.4","7.9","135"
"38","D'Onta Foreman","RB","CHI","0.5","0.9","-","0.2","0.2","1.9","16.5","31.8","4.1","19","2.4","11.3","-","8.5","0.9","22.5","3.5","6.8","8.2","131"
"39","Kareem Hunt","RB","CLE","23","9.4","9.1","8.8","14.7","1.2","7.8","11.2","BYE","2.9","7.4","3.1","9.4","3.2","3.7","5.2","0.9","5.8","7.5","126.8"
"40","Michael Carter","RB","ARI","17","10","5.6","4.9","17.3","5.7","9.4","10.1","15.6","-","2.7","5.6","BYE","3","4.1","10","2.5","2.5","7.9","126"
"41","Khalil Herbert","RB","CHI","11.3","5.1","30.9","11.1","1.1","7.4","15.7","15.9","2.3","5.7","-","-","-","BYE","-","2.3","3.1","5.9","9.1","117.8"
"42","Breece Hall","RB","NYJ","10.1","13","15.2","15.8","27.7","20.1","13.2","-","-","BYE","-","-","-","-","-","-","-","-","16.4","115.1"
"43","Brian Robinson Jr.","RB","WAS","-","-","-","-","2.2","12","10.6","2","5.8","14.6","5.7","20.5","13.1","BYE","11.7","5.8","8.7","-","9.4","112.7"
