"name","team","appHalfProjectedPoints","appProjectedCarriesThisWeek","appProjectedrushYardsThisWeek","appProjectedrushTDsThisWeek","appProjectedreceptionsThisWeek","appProjectedrecYardsThisWeek","appProjectedrecTDsThisWeek","appProjectedrushFirstDownsThisWeek","appProjectedrecFirstDownsThisWeek","appProjectedRBTotalFirstDownsThisWeek","astroHalfWRProjection","astroFullWRProjection"
"Jordan Akins","CLE",4.3,0,0,0,2.1,23.4,0.2,0,1.3,1.3,4.6,5.6
"Noah Gray","KC",3.9,0,0,0,2.1,25.4,0.1,0,1.4,1.4,4.2,5.2
"Adam Trautman","DEN",3.7,0,0,0,1.6,19.3,0.2,0,1.1,1.1,3.9,4.7
"Josh Oliver","MIN",3.7,0,0,0,1.7,18.9,0.2,0,1,1,3.9,4.8
"Austin Hooper","NE",3.6,0,0,0,1.7,20.8,0.2,0,1.1,1.1,4.1,5
"Brock Wright","DET",3.3,0,0,0,1.5,15,0.2,0,0.9,0.9,3.5,4.2
"Gerald Everett","CHI",3,0,0,0,3.5,9.9,0.1,0,1,1,3.3,5.1
"Lucas Krull","DEN",3,0,0,0,1.5,14,0.2,0,0.8,0.8,3.4,4.1
"Tanner Hudson","CIN",2.9,0,0,0,1.5,11.8,0.2,0,0.8,0.8,3.1,3.9
"Hayden Hurst","LAC",2.7,0,0,0,1.6,12.9,0.1,0,0.7,0.7,2.7,3.5
"Darnell Washington","PIT",2.6,0,0,0,1.2,10.5,0.2,0,0.6,0.6,2.9,3.5
"Mo Alie-Cox","IND",2.5,0,0,0,0.8,12.8,0.2,0,0.6,0.6,2.9,3.3
"Josh Whyle","TEN",2.5,0,0,0,1.4,15.2,0.1,0,0.8,0.8,2.8,3.5
"Colby Parkinson","LAR",2.5,0,0,0,1.3,14,0.1,0,0.7,0.7,2.6,3.3
"Jeremy Ruckert","NYJ",2.3,0,0,0,1.5,11.1,0.1,0,0.7,0.7,2.5,3.2
"Quintin Morris","BUF",2.3,0,0,0,1.2,13.6,0.1,0,0.7,0.7,2.6,3.2
"Charlie Kolar","BAL",2.3,0,0,0,0.7,10.4,0.2,0,0.5,0.5,2.6,2.9
"Kylen Granson","IND",2,0,0,0,0.9,12.5,0.1,0,0.6,0.6,2.3,2.8
"Luke Schoonmaker","DAL",1.9,0,0,0,1.5,9,0.1,0,0.6,0.6,2.3,3
"Shane Zylstra","DET",1.9,0,0,0,1.2,6.9,0.2,0,0.5,0.5,2.5,3.1
"Cade Stover","HOU",1.8,0,0,0,1,10.4,0.1,0,0.6,0.6,2.1,2.6
"Harrison Bryant","LV",1.7,0,0,0,0.8,9.6,0.1,0,0.6,0.6,2,2.4
"Ben Sinnott","WAS",1.6,0,0,0,0.8,8.3,0.1,0,0.8,0.8,1.8,2.2
"Durham Smythe","MIA",1.5,0,0,0,0.7,6.3,0.1,0,0.3,0.3,1.6,1.9
"Pharaoh Brown","SEA",1.5,0,0,0,1.1,6.8,0.1,0,0.5,0.5,1.8,2.4
